LBA, Entropy #1,Entropy #2,Class,Name
119834888,0.061488875,0.042335033,0,Malicious
119834896,0,0,0,Malicious
119834904,0,0,0,Malicious
10062088,0.399633118,0.323731672,0,Malicious
6562944,0.384662314,0.3280814,0,Malicious
6491160,0.204216107,0.163624284,0,Malicious
6807048,0.406067181,0.306357962,0,Malicious
6491168,0.232176234,0.187935858,0,Malicious
6562952,0.349326302,0.302948342,0,Malicious
6491160,0.210031617,0.168406522,0,Malicious
6807048,0.436994469,0.331706651,0,Malicious
6491168,0.236529722,0.190384084,0,Malicious
120078720,0.481222843,0.472284111,0,Malicious
120078728,0.482815376,0.473802325,0,Malicious
120078736,0.515729789,0.450685021,0,Malicious
120078744,0.486406398,0.470733916,0,Malicious
120078752,0.480316489,0.472021861,0,Malicious
120078760,0.482618358,0.472622036,0,Malicious
120078768,0.478201121,0.469720529,0,Malicious
120078776,0.482991648,0.472531476,0,Malicious
120078784,0.482426773,0.471865958,0,Malicious
120078792,0.480276546,0.470910079,0,Malicious
120078800,0.482556206,0.472223973,0,Malicious
120078808,0.483542863,0.472463146,0,Malicious
120078816,0.478509785,0.469692865,0,Malicious
120078824,0.482431018,0.473256236,0,Malicious
120078832,0.480719456,0.472206502,0,Malicious
120078840,0.480105093,0.470075224,0,Malicious
120078848,0.484938109,0.473994078,0,Malicious
120078856,0.481113128,0.471113178,0,Malicious
120078864,0.48214104,0.472065578,0,Malicious
120078872,0.481374782,0.472066014,0,Malicious
120078880,0.527666867,0.466786176,0,Malicious
120078888,0.481682263,0.472473399,0,Malicious
120078896,0.479606262,0.471306913,0,Malicious
120078904,0.483523942,0.47368728,0,Malicious
120078912,0.484367947,0.473379894,0,Malicious
120078920,0.482090608,0.47190372,0,Malicious
120078928,0.483087978,0.473161722,0,Malicious
120078936,0.482436398,0.472886627,0,Malicious
120078944,0.480532889,0.471583221,0,Malicious
120078952,0.484550109,0.474483222,0,Malicious
120078960,0.483836022,0.473977934,0,Malicious
120078968,0.47919383,0.471466273,0,Malicious
119834880,0.314948826,0.262412936,0,Malicious
119834888,0.083038087,0.058789477,0,Malicious
119834896,0,0,0,Malicious
119834904,0,0,0,Malicious
51409656,0.509740245,0.441135908,0,Malicious
51409664,0.500522774,0.427496275,0,Malicious
51409672,0.502251835,0.432546848,0,Malicious
51409680,0.452357411,0.414281995,0,Malicious
51409688,0.519732343,0.450554521,0,Malicious
51409696,0.490648522,0.433361226,0,Malicious
51409704,0.508098696,0.441734477,0,Malicious
51409712,0.521159209,0.450900586,0,Malicious
51409720,0.444640831,0.403235088,0,Malicious
51409728,0.590362046,0.501337099,0,Malicious
51409736,0.623164413,0.523267447,0,Malicious
51409744,0.471768016,0.430547454,0,Malicious
51409752,0.537658734,0.454496511,0,Malicious
51409760,0.491253849,0.438205361,0,Malicious
51409768,0.539521007,0.454886941,0,Malicious
51409776,0.620747567,0.512317023,0,Malicious
51409784,0.454067989,0.422444118,0,Malicious
51409792,0.660723231,0.563472035,0,Malicious
51409800,0.716335722,0.606611712,0,Malicious
51409808,0.674913218,0.570099049,0,Malicious
51409816,0.683906568,0.565808691,0,Malicious
51409824,0.562757334,0.464354543,0,Malicious
51409832,0.59439333,0.493355595,0,Malicious
51409840,0.722141395,0.612175015,0,Malicious
51409848,0.698449401,0.573696986,0,Malicious
51409856,0.669400131,0.563315639,0,Malicious
51409864,0.686940235,0.576537179,0,Malicious
51409872,0.610309217,0.500020578,0,Malicious
51409880,0.51768241,0.446881707,0,Malicious
51409888,0.554601369,0.483165329,0,Malicious
51409896,0.643297043,0.539340491,0,Malicious
51409904,0.662771923,0.542091432,0,Malicious
6562960,0.373172881,0.326471945,0,Malicious
6562968,0.38376086,0.337997841,0,Malicious
6562976,0.380712431,0.337344972,0,Malicious
6562984,0.375399248,0.333782245,0,Malicious
6562992,0.383042255,0.34013349,0,Malicious
6563000,0.386562009,0.341786214,0,Malicious
6563008,0.372822989,0.332375473,0,Malicious
6563016,0.374245966,0.33300276,0,Malicious
6563024,0.379778873,0.336422027,0,Malicious
6563032,0.38598731,0.339272297,0,Malicious
6563040,0.377559643,0.336982714,0,Malicious
6563048,0.407006365,0.352720284,0,Malicious
6563056,0.382719764,0.337397675,0,Malicious
6563064,0.375858005,0.336489317,0,Malicious
6563072,0.375699537,0.33446487,0,Malicious
6563080,0.377803172,0.336356063,0,Malicious
6563088,0.386268892,0.339402119,0,Malicious
6563096,0.385740143,0.338431404,0,Malicious
6563104,0.379930364,0.334997311,0,Malicious
6563112,0.381781897,0.337266659,0,Malicious
6563120,0.375800933,0.334082112,0,Malicious
6563128,0.384720532,0.339082148,0,Malicious
6563136,0.371135517,0.330581667,0,Malicious
6563144,0.381206433,0.338370059,0,Malicious
6563152,0.379688167,0.333673059,0,Malicious
6563160,0.381367828,0.337633229,0,Malicious
6563168,0.38112498,0.337560338,0,Malicious
6563176,0.383604551,0.34135351,0,Malicious
6563184,0.38347941,0.338840045,0,Malicious
6563192,0.377822723,0.334256439,0,Malicious
6563200,0.375651001,0.333460281,0,Malicious
6563208,0.382443457,0.339004089,0,Malicious
6563216,0.363908948,0.323140723,0,Malicious
6563224,0.373662643,0.335043056,0,Malicious
6563232,0.378786585,0.340034977,0,Malicious
6563240,0.378543645,0.335920657,0,Malicious
6563248,0.376084138,0.335491964,0,Malicious
120078976,0.267769744,0.214482762,0,Malicious
120078984,0.38041083,0.286605414,0,Malicious
120078992,0.409586748,0.314889951,0,Malicious
120079000,0.284714388,0.22726431,0,Malicious
120079008,0.353823932,0.29633445,0,Malicious
120079016,0.287260485,0.232412661,0,Malicious
120079024,0.37913553,0.317868322,0,Malicious
120079032,0.24831487,0.196100381,0,Malicious
119834880,0.314948826,0.262412936,0,Malicious
119834888,0.088149889,0.062445114,0,Malicious
119834896,0,0,0,Malicious
119834904,0,0,0,Malicious
6884144,0.411198383,0.316285501,0,Malicious
6884152,0.290954001,0.232623205,0,Malicious
6884160,0.364852028,0.306039462,0,Malicious
6884168,0.294602741,0.240199427,0,Malicious
6884176,0.383461382,0.32208782,0,Malicious
120079040,0.215739052,0.169925798,0,Malicious
120079048,0.196553639,0.150595394,0,Malicious
120079056,0.38864105,0.323765063,0,Malicious
120079064,0.407126504,0.343699169,0,Malicious
119834880,0.314948826,0.262412936,0,Malicious
119834888,0.090738371,0.064156399,0,Malicious
119834896,0,0,0,Malicious
119834904,0,0,0,Malicious
6884208,0.389825399,0.325051042,0,Malicious
120079072,0.540430264,0.432353265,0,Malicious
120079080,0.3781071,0.283148098,0,Malicious
120079088,0.343577468,0.249896767,0,Malicious
120079096,0.363191462,0.265182395,0,Malicious
119834880,0.314948826,0.262412936,0,Malicious
119834888,0.093455817,0.065936057,0,Malicious
119834896,0,0,0,Malicious
119834904,0,0,0,Malicious
6913216,0.542470379,0.434391271,0,Malicious
6913224,0.37949389,0.284137475,0,Malicious
120079104,0.460511572,0.360735495,0,Malicious
120079112,0.234528062,0.185798905,0,Malicious
120079120,0.296461934,0.229086277,0,Malicious
120079128,0.380261369,0.281106456,0,Malicious
119834880,0.314948826,0.262412936,0,Malicious
119834888,0.095804495,0.068235841,0,Malicious
119834896,0,0,0,Malicious
119834904,0,0,0,Malicious
6913240,0.365391784,0.267795909,0,Malicious
6913248,0.461166008,0.361561652,0,Malicious
6563256,0.382042857,0.338441235,0,Malicious
6563264,0.374244381,0.331578884,0,Malicious
6563272,0.374106531,0.333204005,0,Malicious
6563280,0.379773018,0.337712114,0,Malicious
6563288,0.37578906,0.33553699,0,Malicious
6563296,0.369221164,0.330859706,0,Malicious
6563304,0.378837956,0.336681806,0,Malicious
6563312,0.367362342,0.327201778,0,Malicious
6563320,0.376579459,0.337092795,0,Malicious
6563328,0.377244645,0.337478744,0,Malicious
6563336,0.379023729,0.337443677,0,Malicious
6563344,0.37895709,0.338389156,0,Malicious
6563352,0.37473563,0.33462603,0,Malicious
6563360,0.379974501,0.334580366,0,Malicious
6563368,0.378313012,0.338318073,0,Malicious
6563376,0.379030849,0.337611522,0,Malicious
6563384,0.377236071,0.333798293,0,Malicious
6563392,0.378463569,0.335276654,0,Malicious
6563400,0.378939453,0.33758718,0,Malicious
6563408,0.368487307,0.326345821,0,Malicious
6563416,0.377563027,0.336746013,0,Malicious
6563424,0.387310868,0.333855565,0,Malicious
6563432,0.436241407,0.358962095,0,Malicious
6563440,0.368140658,0.319362181,0,Malicious
6491160,0.323302098,0.264623006,0,Malicious
6491144,0.124048565,0.054261629,0,Malicious
6563448,0.366883344,0.30853705,0,Malicious
6563456,0.374132139,0.33610917,0,Malicious
6563464,0.374605494,0.334760871,0,Malicious
6563472,0.379037969,0.338213868,0,Malicious
6563480,0.384366599,0.342773226,0,Malicious
6563488,0.380279263,0.336886702,0,Malicious
6491168,0.258945727,0.214132849,0,Malicious
523352,0.063030306,0.056700677,0,Malicious
6913280,0.505819402,0.392614795,0,Malicious
120079136,0.503177543,0.373005132,0,Malicious
120079144,0.337413069,0.243695133,0,Malicious
120079152,0.360667691,0.2740995,0,Malicious
120079160,0.452030972,0.331096975,0,Malicious
120079168,0.337110136,0.268710827,0,Malicious
120079176,0.263245647,0.214614608,0,Malicious
120079184,0.201199421,0.159428252,0,Malicious
120079192,0.185041543,0.145325234,0,Malicious
119834880,0.314948826,0.262412936,0,Malicious
119834888,0.101075036,0.072735888,0,Malicious
119834896,0,0,0,Malicious
119834904,0,0,0,Malicious
6921688,0.453184145,0.332038146,0,Malicious
6921696,0.338852419,0.269803383,0,Malicious
6921704,0.264616143,0.215647785,0,Malicious
120079200,0.368049701,0.296893813,0,Malicious
120079208,0.216990303,0.174215004,0,Malicious
120079216,0.294610681,0.244620103,0,Malicious
120079224,0.355712646,0.265803935,0,Malicious
119834880,0.314948826,0.262412936,0,Malicious
119834888,0.10343648,0.074498274,0,Malicious
119834896,0,0,0,Malicious
119834904,0,0,0,Malicious
6921728,0.37556337,0.303944544,0,Malicious
6921744,0.297809691,0.247090421,0,Malicious
120079232,0.231183605,0.187159151,0,Malicious
120079240,0.21659262,0.173361694,0,Malicious
120079248,0.191899301,0.150765672,0,Malicious
120079256,0.20501589,0.164320966,0,Malicious
119834880,0.314948826,0.262412936,0,Malicious
119834888,0.105705441,0.076156386,0,Malicious
119834896,0,0,0,Malicious
119834904,0,0,0,Malicious
6921760,0.232716777,0.188546726,0,Malicious
6921768,0.222265916,0.177560182,0,Malicious
6921776,0.193111861,0.151478162,0,Malicious
120079264,0.22150092,0.180408526,0,Malicious
120079272,0.215154068,0.171486323,0,Malicious
120079280,0.279241166,0.218270621,0,Malicious
120079288,0.198025073,0.155951933,0,Malicious
119834880,0.314948826,0.262412936,0,Malicious
119834888,0.108246601,0.077951895,0,Malicious
119834896,0,0,0,Malicious
119834904,0,0,0,Malicious
6921808,0.280395646,0.219308086,0,Malicious
120079296,0.209788862,0.167387366,0,Malicious
120079304,0.2453755,0.19201576,0,Malicious
120079312,0.210991655,0.170826453,0,Malicious
120079320,0.164256271,0.127241166,0,Malicious
119834880,0.314948826,0.262412936,0,Malicious
119834888,0.110711202,0.079603852,0,Malicious
119834896,0,0,0,Malicious
119834904,0,0,0,Malicious
6921824,0.211273889,0.168545173,0,Malicious
6921832,0.246589728,0.193180956,0,Malicious
120079328,0.199257276,0.158367065,0,Malicious
120079336,0.269348282,0.217026462,0,Malicious
120079344,0.271760836,0.213322134,0,Malicious
120079352,0.210934356,0.170357462,0,Malicious
119834880,0.314948826,0.262412936,0,Malicious
119834888,0.113228954,0.08124414,0,Malicious
119834896,0,0,0,Malicious
119834904,0,0,0,Malicious
6922312,0.27032289,0.217925966,0,Malicious
6922320,0.273477586,0.214886713,0,Malicious
120079360,0.181290218,0.142416185,0,Malicious
120079368,0.279998045,0.230036203,0,Malicious
120079376,0.196913834,0.155162863,0,Malicious
120079384,0.18745855,0.145759041,0,Malicious
119834880,0.314948826,0.262412936,0,Malicious
119834888,0.115449291,0.083543924,0,Malicious
119834896,0,0,0,Malicious
119834904,0,0,0,Malicious
6922344,0.281242576,0.230931556,0,Malicious
6563496,0.375796928,0.333954131,0,Malicious
6563504,0.376150697,0.333608642,0,Malicious
6563512,0.391543695,0.343760046,0,Malicious
6563520,0.367200418,0.325912538,0,Malicious
6563528,0.388450042,0.338864955,0,Malicious
6563536,0.381108575,0.33685885,0,Malicious
6563544,0.380507169,0.338806739,0,Malicious
6563552,0.391846115,0.346867339,0,Malicious
6563560,0.374795909,0.336609305,0,Malicious
6563568,0.375742836,0.334199753,0,Malicious
6563576,0.38131156,0.335902252,0,Malicious
6563584,0.378050947,0.337250859,0,Malicious
6563592,0.378651913,0.338146476,0,Malicious
6563600,0.375945029,0.333445315,0,Malicious
6563608,0.387242989,0.344230865,0,Malicious
6563616,0.366114151,0.327166725,0,Malicious
6563624,0.389106226,0.344319644,0,Malicious
6563632,0.384238429,0.342965794,0,Malicious
6563640,0.387264857,0.342340454,0,Malicious
6563648,0.382587267,0.337980403,0,Malicious
6563656,0.37557221,0.33274275,0,Malicious
6563664,0.376204739,0.333999824,0,Malicious
6563672,0.386000474,0.340785627,0,Malicious
6563680,0.381297593,0.337346405,0,Malicious
6563688,0.383045966,0.337232709,0,Malicious
6563696,0.383327345,0.340446873,0,Malicious
120079392,0.169184833,0.131109766,0,Malicious
120079400,0.336545386,0.289365353,0,Malicious
120079408,0.22024286,0.177292523,0,Malicious
120079416,0.234125659,0.191029411,0,Malicious
119834880,0.314948826,0.262412936,0,Malicious
119834888,0.117814223,0.085690333,0,Malicious
119834896,0,0,0,Malicious
119834904,0,0,0,Malicious
6922376,0.338679423,0.29102666,0,Malicious
120079424,0.405511185,0.295380756,0,Malicious
120079432,0.240483979,0.183936115,0,Malicious
120079440,0.189314993,0.147825317,0,Malicious
120079448,0.259563205,0.210855756,0,Malicious
119834880,0.314948826,0.262412936,0,Malicious
119834888,0.120267831,0.087821842,0,Malicious
119834896,0,0,0,Malicious
119834904,0,0,0,Malicious
6922424,0.261733798,0.212266436,0,Malicious
120079456,0.326530436,0.226158628,0,Malicious
120079464,0.271698056,0.223132589,0,Malicious
120079472,0.367806377,0.269006655,0,Malicious
120079480,0.322586655,0.24358181,0,Malicious
119834880,0.314948826,0.262412936,0,Malicious
119834888,0.122655202,0.089737246,0,Malicious
119834896,0,0,0,Malicious
119834904,0,0,0,Malicious
6922440,0.272738341,0.224158971,0,Malicious
120079488,0.245912864,0.196365478,0,Malicious
120079496,0.304587479,0.24841289,0,Malicious
120079504,0.177434897,0.139586388,0,Malicious
120079512,0.188734341,0.146871803,0,Malicious
119834880,0.314948826,0.262412936,0,Malicious
119834888,0.124802425,0.091342399,0,Malicious
119834896,0,0,0,Malicious
119834904,0,0,0,Malicious
6922472,0.306430678,0.250040197,0,Malicious
120079520,0.167434986,0.129882912,0,Malicious
120079528,0.471034449,0.358128336,0,Malicious
120079536,0.16733967,0.128905079,0,Malicious
120079544,0.41514299,0.309047051,0,Malicious
119834880,0.314948826,0.262412936,0,Malicious
119834888,0.127128931,0.093043385,0,Malicious
119834896,0,0,0,Malicious
119834904,0,0,0,Malicious
6922520,0.418868938,0.312817362,0,Malicious
120079552,0.169787839,0.131293656,0,Malicious
120079560,0.250850115,0.20381629,0,Malicious
120079568,0.170754241,0.132104116,0,Malicious
120079576,0.288862111,0.208487442,0,Malicious
119834880,0.314948826,0.262412936,0,Malicious
119834888,0.129602519,0.094807741,0,Malicious
119834896,0,0,0,Malicious
119834904,0,0,0,Malicious
6922664,0.25249559,0.205006777,0,Malicious
120079584,0.168973384,0.128967425,0,Malicious
120079592,0.184685274,0.144721609,0,Malicious
120079600,0.27346472,0.208071015,0,Malicious
120079608,0.168826915,0.130780358,0,Malicious
119834880,0.314948826,0.262412936,0,Malicious
119834888,0.131973486,0.096412965,0,Malicious
119834896,0,0,0,Malicious
119834904,0,0,0,Malicious
6922704,0.274581019,0.209147132,0,Malicious
120079616,0.484849082,0.47544609,0,Malicious
120079624,0.483553618,0.473842409,0,Malicious
120079632,0.489016632,0.456855636,0,Malicious
120079640,0.485933439,0.473268531,0,Malicious
120079648,0.538853171,0.477792244,0,Malicious
120079656,0.478865131,0.471060037,0,Malicious
120079664,0.476019354,0.468670206,0,Malicious
120079672,0.526073289,0.464383525,0,Malicious
120079680,0.482210644,0.471637945,0,Malicious
120079688,0.481889612,0.473652553,0,Malicious
120079696,0.481796853,0.472255935,0,Malicious
120079704,0.479874818,0.470539623,0,Malicious
120079712,0.526377953,0.465123615,0,Malicious
120079720,0.483032883,0.473475658,0,Malicious
120079728,0.480475151,0.471800448,0,Malicious
120079736,0.481511387,0.471490708,0,Malicious
120079744,0.484626193,0.473604241,0,Malicious
120079752,0.484393955,0.473528157,0,Malicious
120079760,0.480001772,0.469939184,0,Malicious
120079768,0.484589872,0.474780015,0,Malicious
120079776,0.530331533,0.470961669,0,Malicious
120079784,0.484051973,0.474260826,0,Malicious
120079792,0.483003766,0.473618405,0,Malicious
120079800,0.510811604,0.464033384,0,Malicious
120079808,0.508586719,0.473803184,0,Malicious
120079816,0.484430802,0.473802028,0,Malicious
120079824,0.485753966,0.474547636,0,Malicious
120079832,0.480082618,0.470808452,0,Malicious
120079840,0.483505044,0.474061327,0,Malicious
120079848,0.484059031,0.473024901,0,Malicious
120079856,0.482812091,0.47313534,0,Malicious
120079864,0.48407098,0.474359732,0,Malicious
119834880,0.314948826,0.262412936,0,Malicious
119834888,0.15160985,0.112843584,0,Malicious
119834896,0,0,0,Malicious
119834904,0,0,0,Malicious
51409912,0.490303945,0.440989727,0,Malicious
51409920,0.501331324,0.453282279,0,Malicious
51409928,0.564930065,0.48678693,0,Malicious
51409936,0.539618062,0.466738337,0,Malicious
51409944,0.576929624,0.493595156,0,Malicious
51409952,0.63168991,0.542006483,0,Malicious
51409960,0.520917186,0.455258333,0,Malicious
51409968,0.5810817,0.488258153,0,Malicious
51409976,0.500194149,0.455824497,0,Malicious
51409984,0.524729229,0.473961261,0,Malicious
51409992,0.61316745,0.525635368,0,Malicious
51410000,0.553685083,0.469302141,0,Malicious
51410008,0.502621996,0.474321102,0,Malicious
51410016,0.50773346,0.457081119,0,Malicious
51410024,0.567443321,0.500210633,0,Malicious
51410032,0.511703855,0.470402296,0,Malicious
51410040,0.503074136,0.47567987,0,Malicious
51410048,0.530563664,0.48697515,0,Malicious
51410056,0.566700851,0.486396634,0,Malicious
51410064,0.508708715,0.470768809,0,Malicious
51410072,0.506037236,0.480053518,0,Malicious
51410080,0.572889579,0.504901927,0,Malicious
51410088,0.523676546,0.482686553,0,Malicious
51410096,0.506135072,0.471119669,0,Malicious
51410104,0.504898564,0.463312464,0,Malicious
51410112,0.565697997,0.482018271,0,Malicious
51410120,0.512519497,0.469301546,0,Malicious
51410128,0.508711993,0.46974771,0,Malicious
51410136,0.589567094,0.514172011,0,Malicious
51410144,0.498850116,0.470321158,0,Malicious
51410152,0.50678178,0.475879358,0,Malicious
51410160,0.467699852,0.424534956,0,Malicious
10063176,0.528406055,0.441617711,0,Malicious
6563704,0.385356312,0.339605618,0,Malicious
6563712,0.360450549,0.318458358,0,Malicious
6563720,0.374682659,0.335039624,0,Malicious
6563728,0.385205991,0.339362274,0,Malicious
6563736,0.382931412,0.337446195,0,Malicious
6563744,0.384681053,0.340834485,0,Malicious
6563752,0.374578706,0.336474073,0,Malicious
6563760,0.376389311,0.335178194,0,Malicious
6563768,0.384537475,0.342062421,0,Malicious
6563776,0.378324087,0.339449761,0,Malicious
6563784,0.37345206,0.335008344,0,Malicious
6563792,0.374091538,0.333079014,0,Malicious
6563800,0.383911123,0.339329806,0,Malicious
6563808,0.370335429,0.326846527,0,Malicious
6563816,0.372080631,0.33565245,0,Malicious
6563824,0.381338001,0.340408052,0,Malicious
6563832,0.382006349,0.336716842,0,Malicious
6563840,0.379404245,0.336742761,0,Malicious
6563848,0.370328969,0.328788226,0,Malicious
6563856,0.364415785,0.327264991,0,Malicious
6563864,0.367302369,0.329767639,0,Malicious
6563872,0.368503196,0.332750331,0,Malicious
6563880,0.374643317,0.333232441,0,Malicious
6563888,0.376139075,0.336772862,0,Malicious
6563896,0.370783956,0.330337522,0,Malicious
6563904,0.368976255,0.330917484,0,Malicious
6563912,0.377267181,0.333396431,0,Malicious
6563920,0.370869956,0.336453031,0,Malicious
6563928,0.392220295,0.345897811,0,Malicious
6563936,0.384406979,0.339312317,0,Malicious
6563944,0.391451809,0.344633597,0,Malicious
6563952,0.374507059,0.333269708,0,Malicious
6563960,0.385751842,0.341146554,0,Malicious
6563968,0.384398337,0.341560703,0,Malicious
6563976,0.376734337,0.335659996,0,Malicious
6563984,0.376885191,0.334522957,0,Malicious
6563992,0.375713116,0.334639838,0,Malicious
6564000,0.370596253,0.331315988,0,Malicious
6564008,0.371089499,0.332507272,0,Malicious
6564016,0.377914659,0.335524852,0,Malicious
6564024,0.378255092,0.333113857,0,Malicious
6564032,0.379511969,0.335563892,0,Malicious
6564040,0.377592383,0.331102875,0,Malicious
6564048,0.373049566,0.332110157,0,Malicious
6564056,0.373115832,0.334405096,0,Malicious
6564064,0.374511271,0.33560285,0,Malicious
6564072,0.377436386,0.33821865,0,Malicious
6491160,0.181554688,0.141466331,0,Malicious
51248112,0.438813922,0.391819822,0,Malicious
51248120,0.447414649,0.387961924,0,Malicious
51248128,0.444397131,0.395407729,0,Malicious
